,location,bath,balcony,price,BuiltUp_Area,Plot_Area,Carpet_Area,BedRoom,With_Hall_Kitchen,Final_sqft
9041,Horamavu Agara,2,2,37.49,1,0,0,2,1,760.0
9042,Koramangala,6,0,480.0,0,1,0,6,0,2400.0
9043,Electronic City,2,2,32.0,1,0,0,2,1,800.0
9044,Choodasandra,2,1,71.22,1,0,0,2,1,1180.0
9045,Kaggadasapura,2,2,29.5,0,0,1,2,1,775.0
9046,Konappana Agrahara,2,1,42.5,1,0,0,2,1,1060.0
9047,Cooke Town,5,0,415.0,1,0,0,4,1,3900.0
9048,Yelahanka New Town,2,1,75.0,1,0,0,3,1,1420.0
9049,Bhoganhalli,4,3,190.0,1,0,0,4,1,2439.0
9050,1st Phase JP Nagar,4,2,300.0,0,1,0,4,0,1200.0
9051,Hoodi,2,1,49.43,1,0,0,2,1,1111.0
9052,Jeevan bima nagar,2,2,125.0,1,0,0,2,0,984.0
9053,Begur Road,2,2,42.0,1,0,0,2,1,1200.0
9054,Bannerghatta Road,2,1,47.39,1,0,0,2,1,1247.0
9055,7th Phase JP Nagar,2,1,77.47,1,0,0,2,1,1050.0
9056,Devanahalli,3,1,85.0,1,0,0,3,1,1550.0
9057,7th Phase JP Nagar,2,1,80.0,1,0,0,2,1,1270.0
9058,Balagere,2,1,65.0,1,0,0,2,1,1012.0
9059,Electronic City,2,2,34.0,1,0,0,2,1,970.0
9060,Thanisandra,2,1,55.0,1,0,0,2,1,933.0
9061,Sarjapur,3,2,76.13,0,1,0,3,0,1200.0
9062,Dodda Nekkundi Extension,2,2,69.0,1,0,0,2,1,1148.0
9063,7th Phase JP Nagar,2,1,61.45,1,0,0,3,1,1463.0
9064,Jakkur Plantation,3,2,110.0,1,0,0,3,1,1719.0
9065,Whitefield,2,1,88.0,1,0,0,2,1,1350.0
9066,Kaggadasapura,2,2,47.0,1,0,0,3,1,1250.0
9067,1st Block Jayanagar,3,2,50.0,1,0,0,8,0,1700.0
9068,Mahalakshmi Layout,7,2,821.0,0,1,0,9,0,4320.0
9069,Lakshminarayana Pura,2,1,75.0,1,0,0,2,1,1200.0
9070,Whitefield,2,2,44.0,1,0,0,2,1,1030.0
9071,Rajasree Layout,3,3,70.0,1,0,0,3,1,1420.0
9072,Ramagondanahalli,6,1,1800.0,0,1,0,5,0,9600.0
9073,Kanakpura Road,3,2,126.0,1,0,0,3,1,1703.0
9074,Horamavu Banaswadi,2,1,50.0,1,0,0,2,1,1210.0
9075,Veer Sandra,4,3,264.0,0,1,0,4,0,3000.0
9076,Chikkadunnasandra,3,0,51.0,1,0,0,3,1,1398.0
9077,Nagavarapalya,2,3,110.0,1,0,0,2,1,1335.0
9078,Mysore Road,4,2,85.0,0,1,0,4,0,540.0
9079,Babusapalaya,2,1,36.37,1,0,0,3,1,1213.0
9080,Raja Rajeshwari Nagar,2,2,42.04,1,0,0,2,1,1240.0
9081,Yelahanka,2,1,78.0,1,0,0,2,1,1076.0
9082,3rd Block Hrbr Layout,2,3,90.0,1,0,0,2,1,1320.0
9083,Whitefield,2,1,80.0,1,0,0,2,1,1216.0
9084,Thanisandra,2,2,42.0,1,0,0,2,1,1100.0
9085,Thanisandra,2,1,77.3,1,0,0,2,1,1183.0
9086,Balagere,1,1,38.77,1,0,0,1,1,656.0
9087,Sarjapur  Road,1,1,19.65,1,0,0,1,1,534.0
9088,Shikaripalya,2,2,45.0,1,0,0,3,1,1285.0
9089,Hegde Nagar,4,2,135.0,1,0,0,3,1,2087.01
9090,"Off Sarjapur Road, ",2,1,59.0,1,0,0,2,1,1161.0
9091,Begur,2,3,65.0,1,0,0,2,1,1306.0
9092,Jakkur,4,2,245.0,1,0,0,4,1,2249.81
9093,Tata Nagar,3,2,67.0,1,0,0,3,1,1504.0
9094,Balagere,1,1,39.0,1,0,0,1,1,645.0
9095,Esther Enclave Layout,2,0,68.0,0,1,0,2,0,1230.0
9096,Hebbal,2,2,42.0,1,0,0,2,1,1100.0
9097,Yelahanka,1,0,14.0,1,0,0,1,1,1000.0
9098,Sadaramangala,2,1,62.0,1,0,0,2,1,1260.0
9099,Ambalipura,3,3,102.0,1,0,0,3,1,1817.0
9100,Kodihalli,5,3,785.0,1,0,0,4,1,3626.0
9101,Basavangudi,2,3,124.0,1,0,0,2,1,1180.0
9102,KR Puram,2,2,55.0,1,0,0,2,1,1050.0
9103,Whitefield,4,3,225.0,0,1,0,4,0,2900.0
9104,Kasavanhalli,4,3,120.0,1,0,0,3,0,2110.0
9105,Mysore Road,1,1,17.5,1,0,0,1,1,500.0
9106,Murugeshpalya,3,3,75.0,1,0,0,3,1,1930.0
9107,Harappanahalli,5,0,430.0,0,1,0,4,0,4560.0
9108,Mahadevpura,3,2,64.0,1,0,0,3,1,1505.0
9109,Jayamahal,3,1,750.0,0,1,0,4,0,2400.0
9110,Ananth Nagar,2,1,27.0,1,0,0,2,1,890.0
9111,Gunjur Palya,2,2,25.4,1,0,0,2,1,849.0
9112,Chikka Tirupathi,3,1,100.0,0,1,0,3,0,1555.0
9113,8th block Koramangala,2,1,85.0,0,1,0,3,0,600.0
9114,KR Puram,2,2,30.0,0,0,1,2,1,1057.0
9115,7th Phase JP Nagar,3,2,122.0,1,0,0,3,1,1680.0
9116,Samethanahalli,2,1,35.0,1,0,0,2,1,799.0
9117,Sarjapur  Road,2,1,75.0,1,0,0,3,1,1450.0
9118,Kanakpura Road,2,1,56.74,1,0,0,2,1,1135.0
9119,HSR Layout,3,2,160.0,1,0,0,3,1,2020.0
9120,Vinayaka Layout,4,0,170.0,1,0,0,5,1,2700.0
9121,Hosa Road,3,2,72.6,1,0,0,3,1,1730.0
9122,Dasarahalli,3,2,125.0,1,0,0,3,1,1950.0
9123,Thirumalashettyhally,2,1,34.46,1,0,0,2,1,1077.0
9124,Brookefield,3,2,115.0,1,0,0,3,1,1706.0
9125,New Gurappana Palya,4,0,300.0,1,0,0,5,1,3000.0
9126,Channasandra,2,1,37.0,1,0,0,2,1,1093.0
9127,Ambalipura,4,0,142.0,1,0,0,4,1,2750.0
9128,Whitefield,2,1,101.0,1,0,0,2,1,1340.0
9129,Sarjapur  Road,2,1,59.0,1,0,0,2,1,984.0
9130,AECS Layout,2,2,68.0,1,0,0,2,1,1135.0
9131,Bannerghatta Road,4,1,344.0,0,1,0,4,0,2400.0
9132,Varthur,2,2,39.0,1,0,0,2,1,1155.0
9133,Kaggalipura,1,0,35.0,1,0,0,1,1,700.0
9134,Horamavu Agara,2,1,42.0,1,0,0,2,1,1150.0
9135,Hormavu,2,1,69.25,1,0,0,3,1,1385.0
9136,Akshaya Nagar,4,2,175.0,1,0,0,3,1,2061.0
9137,Kathriguppe,2,3,73.43,1,0,0,3,1,1335.0
9138,Bellandur,2,1,60.0,1,0,0,2,1,1015.0
9139,Banashankari Stage III,6,2,150.0,1,0,0,6,0,3000.0
9140,Electronic City,2,1,63.0,1,0,0,2,1,1108.0
9141,Frazer Town,2,1,105.0,1,0,0,2,1,1180.0
9142,Hennur Road,2,1,83.0,1,0,0,3,1,1445.0
9143,Vasanthapura,2,2,65.0,1,0,0,2,1,1500.0
9144,Ramamurthy Nagar,1,1,48.0,0,1,0,1,0,1.0
9145,KR Puram,2,1,46.5,1,0,0,2,1,1085.0
9146,Kadugodi,4,2,290.0,0,1,0,4,0,2760.0
9147,Sarjapura - Attibele Road,2,1,49.0,1,0,0,3,1,1330.0
9148,Ramagondanahalli,2,1,45.82,0,1,0,2,0,845.0
9149,Ambalipura,2,2,80.0,1,0,0,2,1,1303.0
9150,Banagiri Nagar,2,2,125.0,1,0,0,3,1,1560.0
9151,Chandapura,2,2,29.97,1,0,0,3,1,1110.0
9152,Doddabanahalli,3,2,45.33,1,0,0,3,1,1290.0
9153,Bannerghatta Road,2,0,49.49,1,0,0,2,1,1237.5
9154,9th Phase JP Nagar,3,2,88.0,1,0,0,3,1,1780.0
9155,Budigere,3,2,83.0,1,0,0,3,1,1636.0
9156,Hennur,4,0,170.0,1,0,0,4,0,2557.0
9157,Sector 2 HSR Layout,2,2,101.0,1,0,0,2,1,1332.0
9158,Sadashiva Nagar,5,2,1500.0,1,0,0,5,1,7500.0
9159,Kodbisanhalli,2,2,59.0,1,0,0,2,1,1012.0
9160,Kengeri,2,2,53.5,1,0,0,2,1,1192.0
9161,Uttarahalli,2,2,48.0,1,0,0,2,1,1213.0
9162,Sarjapur  Road,3,2,88.0,1,0,0,3,1,1489.0
9163,Sarjapur,2,2,62.0,1,0,0,2,1,1200.0
9164,Electronic City Phase II,2,2,28.5,1,0,0,2,1,1140.0
9165,Devanahalli,2,1,55.08,1,0,0,3,1,1200.0
9166,Ananth Nagar,2,1,36.0,1,0,0,2,1,1200.0
9167,Vidyaranyapura,6,1,225.0,0,1,0,5,0,2640.0
9168,Bannerghatta Road,3,1,94.0,1,0,0,3,1,1650.0
9169,Bharathnagar,2,1,120.0,0,1,0,2,0,1245.0
9170,Ardendale,2,2,67.0,1,0,0,2,1,1224.0
9171,Gunjur,2,2,52.76,1,0,0,2,1,1235.0
9172,Yelenahalli,2,2,45.6,1,0,0,2,1,1200.0
9173,Yelahanka,2,2,75.0,1,0,0,3,1,1342.0
9174,9th Phase JP Nagar,3,2,79.0,0,1,0,3,0,600.0
9175,TC Palaya,2,2,80.0,1,0,0,2,1,1800.0
9176,HAL 2nd Stage,4,2,615.0,0,1,0,4,0,2280.0
9177,Rajaji Nagar,2,0,415.0,0,1,0,4,0,2440.0
9178,Abbigere,2,1,46.33,1,0,0,2,1,1130.0
9179,Somasundara Palya,2,3,72.0,1,0,0,2,1,1186.0
9180,Hennur,2,1,64.0,1,0,0,2,1,1295.0
9181,Bannerghatta Road,2,1,65.0,1,0,0,2,1,905.0
9182,Hormavu,2,1,40.0,1,0,0,2,1,1165.0
9183,Kanakpura Road,2,2,107.0,1,0,0,2,1,1328.0
9184,Gandhi Bazar,2,3,110.0,1,0,0,3,1,1485.0
9185,Uttarahalli,2,3,59.0,1,0,0,3,1,1475.0
9186,Vidyaranyapura,2,2,35.0,1,0,0,2,1,1175.0
9187,Vishwanatha Nagenahalli,4,1,95.0,0,1,0,4,0,720.0
9188,Rachenahalli,2,1,49.97,1,0,0,2,1,985.0
9189,Koramangala,5,0,800.0,0,1,0,5,0,4000.0
9190,Hoskote,2,2,63.0,1,0,0,3,1,1395.0
9191,Hoodi,1,0,42.65,1,0,0,1,1,711.0
9192,Electronic City,1,1,40.5,1,0,0,1,1,630.0
9193,MS Pallya,4,1,88.0,1,0,0,4,1,2400.0
9194,Gottigere,2,2,40.0,1,0,0,2,1,1170.0
9195,Marathahalli,5,2,181.0,1,0,0,4,1,2500.0
9196,Gubbalala,2,2,49.5,1,0,0,2,1,1100.0
9197,Hulimavu,5,3,318.0,1,0,0,4,1,3560.0
9198,Bommasandra Industrial Area,2,1,33.51,1,0,0,2,1,1160.0
9199,Varthur,2,2,55.0,1,0,0,2,1,1180.0
9200,Tumkur Road,2,1,95.0,1,0,0,3,1,1441.0
9201,Channasandra Layout,2,1,50.0,1,0,0,2,1,1115.0
9202,Yeshwanthpur,3,2,145.0,1,0,0,3,1,1825.0
9203,Challaghatta,2,0,101.0,0,0,1,2,1,1489.0
9204,Defence Colony,4,3,365.0,1,0,0,4,1,2800.0
9205,Subramanyapura,3,2,62.71,1,0,0,3,1,1278.0
9206,Hormavu,2,1,50.92,1,0,0,2,1,1065.0
9207,Whitefield,2,1,64.0,1,0,0,2,1,1190.0
9208,Koramangala,2,2,63.0,1,0,0,2,1,1130.0
9209,Banashankari,2,2,87.8,1,0,0,2,1,1430.0
9210,HRBR Layout,3,1,90.0,1,0,0,4,1,1900.0
9211,Sarjapur  Road,2,1,34.22,1,0,0,2,1,1104.0
9212,Begur Road,2,2,45.88,1,0,0,2,1,1240.0
9213,Choodasandra,2,2,62.0,1,0,0,2,1,1140.0
9214,Sarjapur,6,2,425.0,1,0,0,4,1,3508.0
9215,KR Puram,3,3,105.0,1,0,0,3,1,1700.0
9216,Old Airport Road,5,3,189.0,1,0,0,4,1,2658.0
9217,Canara Bank Colony,2,1,90.0,1,0,0,3,1,1600.0
9218,OMBR Layout,4,2,275.0,1,0,0,4,1,3400.0
9219,Reliaable Tranquil Layout,3,1,75.0,1,0,0,3,1,1508.0
9220,Balagere,1,1,41.0,1,0,0,1,1,645.0
9221,Hormavu,2,1,60.0,1,0,0,2,1,1046.0
9222,Munnekollal,8,3,230.0,0,1,0,10,0,1200.0
9223,5th Block Jayanagar,1,1,300.0,1,0,0,1,0,1500.0
9224,Mahalakshmi Puram,6,3,300.0,1,0,0,6,0,3000.0
9225,Hosa Road,2,1,32.37,1,0,0,2,1,1079.0
9226,Thubarahalli,2,1,50.0,1,0,0,2,1,975.0
9227,ISRO Layout,2,1,51.0,1,0,0,2,1,1050.0
9228,HSR Layout,9,0,350.0,0,1,0,9,0,1200.0
9229,"Jayanagar, ",3,2,165.0,1,0,0,3,1,1903.0
9230,Bommenahalli,3,1,232.0,1,0,0,3,0,26460.0
9231,Asthagrama Layout,2,2,38.0,1,0,0,2,1,1200.0
9232,Avalahalli,4,3,200.0,1,0,0,4,1,2996.0
9233,Manayata Tech Park,4,0,200.0,1,0,0,4,1,3400.0
9234,Whitefield,4,1,312.0,0,1,0,4,0,2000.0
9235,Jigani,4,1,160.0,0,1,0,4,0,1453.0
9236,Parappana Agrahara,2,2,43.0,1,0,0,2,1,1092.0
9237,Hormavu,2,0,75.0,1,0,0,2,1,1400.0
9238,Bommanahalli,2,1,85.0,1,0,0,3,1,1416.0
9239,ITI Layout,2,1,75.0,1,0,0,3,1,1602.0
9240,Electronic City,2,1,41.0,1,0,0,2,1,1100.0
9241,Kothanur,3,0,110.0,1,0,0,3,1,1760.0
9242,Marathahalli,4,3,235.0,1,0,0,4,1,3800.0
9243,Vasanthapura,2,1,36.28,1,0,0,2,1,1037.0
9244,Yeshwanthpur,2,2,76.18,1,0,0,3,1,1384.0
9245,Vajarahalli,1,1,30.0,1,0,0,1,1,551.0
9246,Indira Nagar,5,0,1250.0,0,1,0,4,0,2400.0
9247,7th Phase JP Nagar,1,0,70.0,0,1,0,1,0,500.0
9248,Sarjapur,2,2,27.98,1,0,0,2,1,900.0
9249,Anandapura,2,1,74.0,0,1,0,3,0,1415.0
9250,Rajarajesheari nagar,2,1,44.8,1,0,0,2,1,1400.0
9251,Devara Jeevanahalli,4,1,52.0,0,1,0,7,0,1300.0
9252,Millers Road,4,3,460.0,1,0,0,3,1,2850.0
9253,Kudlu,2,2,75.0,1,0,0,2,1,1030.0
9254,Kambipura,2,1,39.0,1,0,0,2,1,883.0
9255,Celebrity Paradise Layout,1,1,16.0,1,0,0,1,1,550.0
9256,Anjanapura,4,2,55.0,1,0,0,4,1,1800.0
9257,Yemlur,5,0,1950.0,0,1,0,5,0,10000.0
9258,Old Madras Road,2,1,77.0,1,0,0,2,1,1210.0
9259,Vishveshwarya Layout,3,0,90.0,0,1,0,4,0,2000.0
9260,Kanakpura Road,3,1,58.0,1,0,0,3,1,1100.0
9261,Lavakusha Nagar,3,1,100.0,1,0,0,3,1,1780.0
9262,2nd Block Hbr Layout,5,2,55.0,0,1,0,5,0,950.0
9263,Panathur,2,2,60.0,1,0,0,2,1,1050.0
9264,Hosur Road,3,3,38.36,1,0,0,3,1,1370.0
9265,Marathahalli,4,3,230.0,1,0,0,4,1,3951.0
9266,Bellandur,4,2,112.0,1,0,0,3,1,2500.0
9267,Sri Venkateshpura Layout,2,1,49.5,1,0,0,2,1,1050.0
9268,Anjanapura,3,1,87.54,1,0,0,3,1,1843.0
9269,3rd Block Banashankari,4,1,175.0,0,1,0,4,0,1200.0
9270,Somasundara Palya,2,1,76.0,1,0,0,2,1,1186.0
9271,Haralur Road,1,1,45.0,1,0,0,1,1,560.0
9272,Mahalakshmi Layout,3,1,160.0,0,1,0,4,0,1200.0
9273,Yelahanka,3,2,103.0,1,0,0,3,1,1823.0
9274,Rajasree Layout,3,3,90.0,1,0,0,3,1,1310.0
9275,Varthur,2,2,60.0,1,0,0,3,1,1520.0
9276,Bhoganhalli,3,1,74.03,1,0,0,3,1,1610.0
9277,Whitefield,3,1,78.57,0,1,0,3,0,1500.0
9278,LB Shastri Nagar,2,2,80.0,1,0,0,3,1,1400.0
9279,HRBR Layout,3,2,120.0,1,0,0,3,1,1625.0
9280,Chikkalasandra,5,3,265.0,0,1,0,5,0,1500.0
9281,Hessarghatta,2,1,24.0,1,0,0,2,1,900.0
9282,Talaghattapura,2,0,32.0,1,0,0,2,1,1100.0
9283,Bannerghatta Road,2,1,50.0,1,0,0,2,1,1000.0
9284,Old Airport Road,4,3,197.0,1,0,0,4,1,2774.0
9285,Yeshwanthpur,2,0,54.67,1,0,0,1,1,994.0
9286,Kaggadasapura,3,3,75.0,1,0,0,3,1,1455.0
9287,Chandapura,3,1,79.0,0,1,0,5,0,1200.0
9288,Lakshminarayana Pura,2,1,75.0,1,0,0,2,1,1172.0
9289,Hennur,3,2,102.0,1,0,0,3,1,1935.0
9290,Rachenahalli,3,3,106.0,1,0,0,3,1,1856.0
9291,Old Airport Road,3,2,249.0,1,0,0,3,1,2392.0
9292,Uttarahalli,2,2,35.0,1,0,0,2,1,900.0
9293,Raja Rajeshwari Nagar,3,3,98.0,1,0,0,3,1,1757.0
9294,Kudlu,2,2,44.0,1,0,0,2,1,1027.0
9295,Whitefield,3,3,85.0,1,0,0,3,1,1626.0
9296,Dr Shivarama Karantha Nagar,2,1,54.0,1,0,0,2,1,1200.0
9297,Hoodi,3,1,81.55,1,0,0,3,1,1559.0
9298,Amruthahalli,2,2,50.0,1,0,0,2,1,1190.0
9299,KR Puram,2,1,72.0,1,0,0,2,1,1200.0
9300,Harlur,2,1,74.0,1,0,0,2,1,1174.0
9301,Kanakpura Road,2,1,65.0,1,0,0,2,1,1140.0
9302,Vibuthipura,2,0,125.0,1,0,0,3,1,1603.0
9303,Subramanyapura,3,2,70.0,1,0,0,3,1,1278.0
9304,Krishna Reddy Layout,3,0,285.0,1,0,0,3,1,2180.0
9305,Banashankari Stage III,2,1,50.0,1,0,0,2,1,1085.0
9306,Whitefield,2,1,61.36,1,0,0,2,1,1195.0
9307,Kamakshipalya,1,0,30.0,0,1,0,1,0,450.0
9308,Rajaji Nagar,5,2,1400.0,1,0,0,4,1,6500.0
9309,Attibele,1,1,11.5,1,0,0,1,1,550.0
9310,Kenchenahalli,2,2,45.0,1,0,0,2,1,1165.0
9311,1st Stage Indira Nagar,4,2,301.0,1,0,0,4,1,3000.0
9312,Kanakpura Road,3,3,60.0,1,0,0,3,1,1452.0
9313,Sarjapur  Road,1,1,52.0,1,0,0,1,1,702.0
9314,Banashankari,2,1,42.83,1,0,0,2,1,1020.0
9315,Devanahalli,2,1,65.0,1,0,0,2,1,1340.0
9316,Marathahalli,2,1,54.8,1,0,0,2,1,1125.0
9317,JCR Layout,2,1,40.53,1,0,0,2,1,1160.0
9318,Vidyaranyapura,2,1,50.0,1,0,0,2,1,1050.0
9319,JP Nagar,3,1,138.0,1,0,0,3,1,1960.0
9320,Ganga Nagar,3,2,52.0,1,0,0,2,1,1200.0
9321,Judicial Layout,4,1,220.0,0,1,0,3,0,1200.0
9322,Old Airport Road,4,0,262.0,1,0,0,4,1,3496.0
9323,Electronic City,2,1,32.0,1,0,0,2,1,975.0
9324,Kudlu,3,3,125.0,1,0,0,3,1,1700.0
9325,8th Phase JP Nagar,4,0,230.0,1,0,0,4,0,1800.0
9326,Madavara,3,0,47.0,0,1,0,4,0,612.0
9327,Brooke Bond First Cross,2,3,69.0,1,0,0,2,1,1275.0
9328,Yeshwanthpur,1,0,40.0,1,0,0,1,1,650.0
9329,Kasavanhalli,2,2,110.0,1,0,0,2,1,1495.0
9330,Hebbal,2,2,48.0,1,0,0,2,1,1200.0
9331,Sarjapura - Attibele Road,6,2,295.0,0,1,0,5,0,3750.0
9332,Hennur Road,3,2,94.86,1,0,0,3,1,1679.0
9333,Kaval Byrasandra,3,2,75.0,1,0,0,3,1,1450.0
9334,Balagere,2,1,82.0,1,0,0,2,1,1210.0
9335,Dwaraka Nagar,2,1,51.0,1,0,0,3,1,1300.0
9336,Judicial Layout,2,1,49.61,1,0,0,2,1,1165.0
9337,Keshava Nagar,3,3,155.0,1,0,0,3,1,1623.0
9338,Channasandra,2,1,35.8,1,0,0,2,1,1115.0
9339,BTM Layout,1,1,20.0,1,0,0,1,1,450.0
9340,Electronics City Phase 1,2,1,62.0,1,0,0,2,1,1170.0
9341,KR Puram,4,0,248.0,1,0,0,4,0,2065.0
9342,Marathahalli,3,2,126.0,1,0,0,3,1,1700.0
9343,Uttarahalli,5,2,160.0,0,1,0,6,0,1080.0
9344,Malleshpalya,2,1,55.0,1,0,0,2,1,1245.0
9345,Kanakapura,2,1,66.0,1,0,0,2,1,1017.0
9346,7th Phase JP Nagar,6,2,80.0,0,1,0,6,0,650.0
9347,Sarjapur  Road,2,1,75.0,1,0,0,2,1,1242.0
9348,Yelahanka,3,1,104.0,1,0,0,3,1,1792.0
9349,Garebhavipalya,3,2,55.0,1,0,0,3,1,1275.0
9350,8th Phase JP Nagar,6,1,260.0,0,1,0,6,0,1200.0
9351,7th Block Jayanagar,3,0,408.0,0,1,0,3,0,2400.0
9352,Electronic City,1,1,22.0,1,0,0,1,1,605.0
9353,HBR Layout,4,2,115.0,0,1,0,4,0,1200.0
9354,Electronics City Phase 1,3,2,79.0,1,0,0,3,1,1450.0
9355,Bommenahalli,3,1,96.0,0,1,0,3,0,1232.0
9356,Laggere,5,0,70.0,0,1,0,5,0,1800.0
9357,Sidedahalli,1,1,52.3,1,0,0,1,0,900.0
9358,Kaggadasapura,2,2,40.0,1,0,0,2,1,1200.0
9359,Kadugodi,3,0,204.0,1,0,0,4,1,2100.0
9360,Uttarahalli,2,1,42.6,1,0,0,2,1,1065.0
9361,AGS Layout,2,1,48.38,1,0,0,2,1,1075.0
9362,Anand Nagar,5,2,240.0,0,1,0,6,0,1508.0
9363,Lake City,2,1,31.0,1,0,0,2,1,780.0
9364,Ramagondanahalli,3,2,150.0,1,0,0,3,1,1910.0
9365,Cox Town,2,1,120.0,1,0,0,2,1,1280.0
9366,Raja Rajeshwari Nagar,3,2,64.0,1,0,0,3,1,1530.0
9367,Bhoganhalli,5,2,170.0,1,0,0,4,1,2439.0
9368,Varsova Layout,2,2,43.5,1,0,0,2,1,1088.0
9369,Raja Rajeshwari Nagar,3,1,73.8,1,0,0,3,1,1587.0
9370,Kaggadasapura,2,2,55.0,1,0,0,2,1,1045.0
9371,Yelahanka,2,1,69.97,1,0,0,2,1,1304.0
9372,Whitefield,2,2,65.0,1,0,0,2,1,1100.0
9373,Hennur Road,2,1,68.9,1,0,0,3,1,1482.0
9374,Devanahalli,3,1,107.0,1,0,0,3,0,2125.0
9375,Varthur,4,0,65.0,1,0,0,5,1,1000.0
9376,Parappana Agrahara,2,2,45.0,1,0,0,2,1,1194.0
9377,Kengeri,2,3,42.0,1,0,0,2,1,1200.0
9378,Volagerekallahalli,2,2,32.99,1,0,0,2,1,1070.0
9379,Whitefield,2,1,46.5,1,0,0,2,1,1100.0
9380,Whitefield,2,2,65.0,1,0,0,3,1,1270.0
9381,Marasandra,2,1,31.0,1,0,0,2,1,1000.0
9382,Vittasandra,2,1,69.0,1,0,0,2,1,1246.0
9383,Raja Rajeshwari Nagar,3,3,51.77,1,0,0,3,1,1529.0
9384,Thanisandra,2,2,42.0,1,0,0,2,1,1185.0
9385,Gubbalala,2,1,46.0,1,0,0,2,1,1060.0
9386,Ananth Nagar,3,1,37.75,1,0,0,3,1,1319.0
9387,Kaikondrahalli,2,0,64.0,1,0,0,2,1,991.0
9388,Thanisandra,1,0,38.0,1,0,0,1,1,662.0
9389,Nandini Layout,2,1,110.0,1,0,0,2,0,1200.0
9390,tc.palya,2,1,78.0,0,1,0,3,0,1400.0
9391,Talaghattapura,3,2,80.0,1,0,0,3,1,1575.0
9392,Hosakerehalli,2,0,65.0,0,1,0,2,0,600.0
9393,Electronic City,5,1,78.0,0,1,0,5,0,717.0
9394,Ananth Nagar,3,1,42.0,1,0,0,3,1,1319.0
9395,Brookefield,3,2,300.0,0,1,0,3,0,2000.0
9396,9th Phase JP Nagar,3,2,85.0,0,1,0,3,0,600.0
9397,Electronics City Phase 1,2,1,48.0,1,0,0,2,1,940.0
9398,Kodigehalli,1,0,55.0,0,1,0,2,0,500.0
9399,Bharathi Nagar,2,2,56.7,1,0,0,2,1,1349.0
9400,Whitefield,3,2,261.0,1,0,0,3,0,3117.0
9401,HSR Layout,3,3,95.0,1,0,0,3,1,1844.0
9402,Sarjapur  Road,4,2,185.0,1,0,0,3,1,2275.0
9403,Bannerghatta,4,0,246.0,1,0,0,4,1,2895.5
9404,Varthur Road,2,2,49.11,1,0,0,2,1,1140.0
9405,Banjara Layout,3,1,79.0,0,1,0,3,0,900.0
9406,Jaya Mahal layout,3,3,238.0,1,0,0,3,1,2648.0
9407,Judicial Layout,4,0,700.0,0,1,0,5,0,5400.0
9408,Banashankari,2,2,48.02,1,0,0,3,1,1372.0
9409,Sanne Amanikere,2,1,45.0,1,0,0,3,1,1455.0
9410,Hebbal,2,2,38.0,1,0,0,2,1,1100.0
9411,Vajarahalli,3,1,80.0,1,0,0,3,1,1475.0
9412,Nagavarapalya,3,1,164.0,1,0,0,3,1,1788.0
9413,Kudlu Gate,3,2,120.0,1,0,0,3,1,1850.0
9414,Marathahalli,2,2,60.0,1,0,0,3,1,1315.0
9415,Brooke Bond First Cross,3,2,93.0,1,0,0,3,1,1721.0
9416,Sonnenahalli,2,1,62.0,1,0,0,2,1,1059.0
9417,Kadubeesanahalli,2,1,55.0,1,0,0,2,1,1184.0
9418,Yelahanka,5,2,175.0,0,1,0,7,0,1400.0
9419,Koramangala,3,2,300.0,1,0,0,3,1,2223.0
9420,Kodbisanhalli,3,2,75.0,1,0,0,3,1,1480.0
9421,Kodigehalli,1,1,28.0,1,0,0,2,1,635.0
9422,BEML Layout,2,1,228.0,0,1,0,2,0,2400.0
9423,JP Nagar,2,0,87.0,1,0,0,4,0,1500.0
9424,Hosa Road,2,1,34.2,1,0,0,2,1,1143.0
9425,Sarjapur  Road,4,1,350.0,0,1,0,4,0,3200.0
9426,Kanakpura Road,4,3,250.0,0,1,0,4,0,3170.0
9427,Vaishnavi Layout,4,3,420.0,1,0,0,4,0,4800.0
9428,Kothannur,2,2,59.4,1,0,0,3,1,1485.0
9429,Rajaji Nagar,3,2,251.0,1,0,0,3,1,1640.0
9430,Hennur,2,1,70.5,1,0,0,3,1,1655.0
9431,2nd Phase Judicial Layout,2,2,41.0,1,0,0,2,1,900.0
9432,Neelamangala,2,2,68.0,1,0,0,2,1,1163.0
9433,Yelahanka New Town,2,1,18.0,0,0,1,1,1,484.8456
9434,Hennur Road,3,0,97.8,1,0,0,3,1,1654.0
9435,Pragathi Nagar,1,0,33.645,1,0,0,1,1,801.0
9436,Ngef Layout,3,1,1000.0,1,0,0,4,0,2100.0
9437,Bellandur,3,3,101.0,1,0,0,3,1,1685.0
9438,Banashankari,3,3,80.0,1,0,0,3,1,1540.0
9439,Thanisandra,2,1,72.0,1,0,0,2,1,1265.0
9440,Kasavanhalli,2,3,38.4,1,0,0,3,1,1200.0
9441,Amblipura,2,1,80.0,1,0,0,3,1,1300.0
9442,Sultan Palaya,2,1,65.0,1,0,0,2,1,1009.0
9443,Ramamurthy Nagar Extension,3,2,65.0,1,0,0,3,1,1540.0
9444,Bellandur,3,3,105.0,1,0,0,3,1,1735.0
9445,HSR Layout,4,3,300.0,0,1,0,4,0,2500.0
9446,Marsur,1,1,20.0,1,0,0,2,1,497.0
9447,Hosakerehalli,4,1,265.0,1,0,0,3,1,2480.0
